==========
Student ID:6797948
Student name:Antoine EDY
UUID:f83133b9-486f-412c-9ae1-d170fe815305
Experiment time:2024-04-25 15:15:44
==========
==========
Args:Namespace(root='/content', source_names=['veri'], target_names=['veri'], workers=4, split_id=0, height=224, width=224, train_sampler='RandomSampler', random_erase=False, color_jitter=False, color_aug=False, optim='amsgrad', lr=0.0003, weight_decay=0.0005, momentum=0.9, sgd_dampening=0, sgd_nesterov=False, rmsprop_alpha=0.99, adam_beta1=0.9, adam_beta2=0.999, max_epoch=10, start_epoch=0, train_batch_size=64, test_batch_size=100, lr_scheduler='multi_step', stepsize=[20, 40], gamma=0.1, label_smooth=False, margin=0.3, num_instances=4, lambda_xent=1, lambda_htri=1, arch='mobilenet_v3_small', no_pretrained=False, load_weights='', evaluate=False, eval_freq=-1, start_eval=0, test_size=800, query_remove=True, print_freq=10, seed=1, resume='', save_dir='logs/mobilenet_v3_small-veri', use_cpu=False, gpu_devices='0', visualize_ranks=False, use_avai_gpus=False, random_translation=False, random_horizontal=False)
==========
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------
=> Initializing TEST (target) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------


  **************** Summary ****************
  train names      : ['veri']
  # train datasets : 1
  # train ids      : 576
  # train images   : 37778
  # train cameras  : 20
  test names       : ['veri']
  *****************************************


Initializing model: mobilenet_v3_small
Model size: 0.927 M
=> Start training
Epoch: [1][220/590]	Time 0.087 (0.098)	Data 0.0003 (0.0024)	Xent 4.9509 (5.5295)	Htri 0.1699 (0.1696)	Acc 10.94 (5.23)	
Epoch: [1][230/590]	Time 0.085 (0.097)	Data 0.0003 (0.0023)	Xent 4.6182 (5.4847)	Htri 0.0463 (0.1679)	Acc 10.94 (5.56)	
Epoch: [1][240/590]	Time 0.083 (0.096)	Data 0.0002 (0.0022)	Xent 4.6027 (5.4441)	Htri 0.1780 (0.1667)	Acc 7.81 (5.88)	
Epoch: [1][250/590]	Time 0.084 (0.096)	Data 0.0003 (0.0021)	Xent 4.3452 (5.4033)	Htri 0.0243 (0.1678)	Acc 10.94 (6.14)	
Epoch: [1][260/590]	Time 0.082 (0.096)	Data 0.0002 (0.0021)	Xent 4.4606 (5.3642)	Htri 0.1841 (0.1673)	Acc 12.50 (6.42)	
Epoch: [1][270/590]	Time 0.084 (0.095)	Data 0.0002 (0.0020)	Xent 4.4571 (5.3299)	Htri 0.0006 (0.1665)	Acc 9.38 (6.59)	
Epoch: [1][280/590]	Time 0.084 (0.095)	Data 0.0002 (0.0019)	Xent 4.3871 (5.2889)	Htri 0.2364 (0.1682)	Acc 12.50 (6.93)	
Epoch: [1][290/590]	Time 0.088 (0.094)	Data 0.0002 (0.0019)	Xent 4.1654 (5.2508)	Htri 0.2579 (0.1695)	Acc 12.50 (7.32)	
Epoch: [1][300/590]	Time 0.082 (0.094)	Data 0.0002 (0.0018)	Xent 4.2987 (5.2115)	Htri 0.3808 (0.1701)	Acc 14.06 (7.75)	
Epoch: [1][310/590]	Time 0.082 (0.094)	Data 0.0003 (0.0018)	Xent 4.1433 (5.1741)	Htri 0.3405 (0.1716)	Acc 20.31 (8.10)	
Epoch: [1][320/590]	Time 0.082 (0.094)	Data 0.0002 (0.0017)	Xent 4.0694 (5.1383)	Htri 0.3810 (0.1736)	Acc 23.44 (8.50)	
Epoch: [1][330/590]	Time 0.082 (0.093)	Data 0.0003 (0.0017)	Xent 3.9075 (5.1014)	Htri 0.1298 (0.1730)	Acc 21.88 (8.89)	
Epoch: [1][340/590]	Time 0.082 (0.093)	Data 0.0003 (0.0016)	Xent 4.0595 (5.0655)	Htri 0.0159 (0.1729)	Acc 14.06 (9.20)	
Epoch: [1][350/590]	Time 0.081 (0.093)	Data 0.0002 (0.0016)	Xent 3.5401 (5.0300)	Htri 0.1882 (0.1737)	Acc 32.81 (9.54)	
Epoch: [1][360/590]	Time 0.084 (0.092)	Data 0.0003 (0.0016)	Xent 3.6677 (4.9931)	Htri 0.1451 (0.1716)	Acc 23.44 (9.98)	
Epoch: [1][370/590]	Time 0.084 (0.092)	Data 0.0002 (0.0015)	Xent 3.5338 (4.9567)	Htri 0.1674 (0.1704)	Acc 21.88 (10.33)	
Epoch: [1][380/590]	Time 0.084 (0.092)	Data 0.0002 (0.0015)	Xent 3.5927 (4.9205)	Htri 0.2670 (0.1721)	Acc 28.12 (10.71)	
Epoch: [1][390/590]	Time 0.085 (0.092)	Data 0.0002 (0.0015)	Xent 3.3944 (4.8866)	Htri 0.1771 (0.1721)	Acc 29.69 (11.15)	
Epoch: [1][400/590]	Time 0.083 (0.092)	Data 0.0003 (0.0014)	Xent 3.4537 (4.8540)	Htri 0.0291 (0.1731)	Acc 37.50 (11.48)	
Epoch: [1][410/590]	Time 0.084 (0.092)	Data 0.0002 (0.0014)	Xent 3.6252 (4.8223)	Htri 0.1312 (0.1721)	Acc 21.88 (11.82)	
Epoch: [1][420/590]	Time 0.087 (0.092)	Data 0.0003 (0.0014)	Xent 3.1970 (4.7917)	Htri 0.1064 (0.1722)	Acc 31.25 (12.13)	
Epoch: [1][430/590]	Time 0.083 (0.091)	Data 0.0003 (0.0013)	Xent 3.3601 (4.7602)	Htri 0.1989 (0.1714)	Acc 26.56 (12.45)	
Epoch: [1][440/590]	Time 0.084 (0.091)	Data 0.0003 (0.0013)	Xent 3.3556 (4.7281)	Htri 0.2776 (0.1720)	Acc 29.69 (12.87)	
Epoch: [1][450/590]	Time 0.087 (0.091)	Data 0.0003 (0.0013)	Xent 3.0553 (4.6959)	Htri 0.0744 (0.1730)	Acc 29.69 (13.24)	
Epoch: [1][460/590]	Time 0.084 (0.091)	Data 0.0003 (0.0013)	Xent 3.3500 (4.6664)	Htri 0.0835 (0.1732)	Acc 29.69 (13.56)	
Epoch: [1][470/590]	Time 0.086 (0.091)	Data 0.0003 (0.0013)	Xent 2.9892 (4.6355)	Htri 0.0547 (0.1727)	Acc 35.94 (13.92)	
Epoch: [1][480/590]	Time 0.092 (0.091)	Data 0.0003 (0.0012)	Xent 3.3615 (4.6051)	Htri 0.0889 (0.1729)	Acc 21.88 (14.31)	
Epoch: [1][490/590]	Time 0.086 (0.091)	Data 0.0002 (0.0012)	Xent 3.0341 (4.5756)	Htri 0.2640 (0.1727)	Acc 31.25 (14.68)	
Epoch: [1][500/590]	Time 0.086 (0.091)	Data 0.0003 (0.0012)	Xent 2.9380 (4.5453)	Htri 0.1897 (0.1740)	Acc 39.06 (15.11)	
Epoch: [1][510/590]	Time 0.083 (0.091)	Data 0.0002 (0.0012)	Xent 2.7208 (4.5162)	Htri 0.0776 (0.1733)	Acc 54.69 (15.54)	
Epoch: [1][520/590]	Time 0.084 (0.090)	Data 0.0003 (0.0012)	Xent 3.0316 (4.4895)	Htri 0.0000 (0.1725)	Acc 40.62 (15.86)	
Epoch: [1][530/590]	Time 0.086 (0.090)	Data 0.0003 (0.0011)	Xent 3.1978 (4.4607)	Htri 0.0315 (0.1719)	Acc 29.69 (16.30)	
Epoch: [1][540/590]	Time 0.083 (0.090)	Data 0.0002 (0.0011)	Xent 3.0062 (4.4321)	Htri 0.0638 (0.1713)	Acc 37.50 (16.77)	
Epoch: [1][550/590]	Time 0.092 (0.090)	Data 0.0003 (0.0011)	Xent 2.7745 (4.4040)	Htri 0.0497 (0.1701)	Acc 40.62 (17.16)	
Epoch: [1][560/590]	Time 0.086 (0.090)	Data 0.0003 (0.0011)	Xent 2.7489 (4.3745)	Htri 0.0966 (0.1699)	Acc 53.12 (17.59)	
Epoch: [1][570/590]	Time 0.083 (0.090)	Data 0.0002 (0.0011)	Xent 2.7452 (4.3466)	Htri 0.2553 (0.1702)	Acc 43.75 (17.97)	
Epoch: [1][580/590]	Time 0.082 (0.090)	Data 0.0003 (0.0011)	Xent 2.6579 (4.3204)	Htri 0.2717 (0.1712)	Acc 35.94 (18.34)	
Epoch: [1][590/590]	Time 0.079 (0.090)	Data 0.0001 (0.0011)	Xent 2.8751 (4.2949)	Htri 0.0213 (0.1698)	Acc 43.75 (18.73)	
Epoch: [2][10/590]	Time 0.084 (0.123)	Data 0.0003 (0.0359)	Xent 2.6275 (2.5734)	Htri 0.2949 (0.2027)	Acc 45.31 (45.78)	
Epoch: [2][20/590]	Time 0.083 (0.103)	Data 0.0003 (0.0181)	Xent 2.7176 (2.5833)	Htri 0.0112 (0.1451)	Acc 43.75 (46.41)	
Epoch: [2][30/590]	Time 0.083 (0.097)	Data 0.0002 (0.0122)	Xent 2.3718 (2.5555)	Htri 0.1645 (0.1468)	Acc 54.69 (46.61)	
Epoch: [2][40/590]	Time 0.082 (0.094)	Data 0.0003 (0.0092)	Xent 2.5138 (2.5332)	Htri 0.0653 (0.1512)	Acc 40.62 (46.29)	
Epoch: [2][50/590]	Time 0.083 (0.092)	Data 0.0002 (0.0074)	Xent 2.7486 (2.5257)	Htri 0.0000 (0.1636)	Acc 43.75 (46.72)	
Epoch: [2][60/590]	Time 0.084 (0.091)	Data 0.0003 (0.0062)	Xent 2.3756 (2.4966)	Htri 0.0000 (0.1523)	Acc 46.88 (47.58)	
Epoch: [2][70/590]	Time 0.084 (0.090)	Data 0.0006 (0.0054)	Xent 2.2757 (2.4934)	Htri 0.1538 (0.1539)	Acc 46.88 (47.17)	
Epoch: [2][80/590]	Time 0.082 (0.090)	Data 0.0002 (0.0047)	Xent 2.3445 (2.4840)	Htri 0.0908 (0.1518)	Acc 50.00 (47.15)	
